ID,GENDER_ACROSSTIME_T1T2T3T4,MPACS_TOTAL_IMP_T1,MPACS_TOTAL_IMP_T2,MPACS_TOTAL_IMP_T3,MPACS_TOTAL_IMP_T4,MPACS_TOTAL_IMP_T5,MPACS_TOTAL_IMP_T6,SPPA_SWORTH_IMP_T1,SPPA_SWORTH_IMP_T2,SPPA_SWORTH_IMP_T3,SPPA_SWORTH_IMP_T4,SPPA_SWORTH_IMP_T5,SPPA_SWORTH_IMP_T6
689,1,NA,NA,NA,60,77,NA,NA,NA,3.25,2.25,4,NA
690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,1,NA,NA,84,93,NA,NA,NA,NA,4,4,NA,NA
692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,2,NA,NA,58,61,69,74,NA,NA,3,2.6,NA,3.4
694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,2,NA,NA,63,65,NA,NA,NA,NA,3.8,3,NA,NA
696,1,NA,NA,NA,63,NA,NA,NA,NA,NA,3,NA,NA
697,1,NA,NA,82,NA,NA,NA,NA,NA,3,NA,NA,NA
698,1,NA,NA,92,NA,NA,NA,NA,NA,3.4,NA,NA,NA
699,2,NA,NA,75,NA,NA,NA,NA,NA,2.8,NA,NA,NA
700,1,NA,NA,61,33,NA,NA,NA,NA,4,2,NA,NA
701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,2,NA,NA,NA,46,NA,NA,NA,NA,NA,2.8,NA,NA
703,1,NA,NA,NA,53,58,NA,NA,NA,NA,3.2,3.4,NA
704,2,NA,NA,NA,85.26315789,NA,NA,NA,NA,NA,3.8,3.6,NA
705,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA
706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,1,NA,NA,NA,60,NA,NA,NA,NA,NA,2.8,NA,NA
708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,1,NA,NA,NA,47,NA,NA,NA,NA,NA,3,NA,NA
710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,1,NA,NA,NA,57.89473684,NA,NA,NA,NA,NA,1.8,NA,NA
715,1,90,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
716,1,54.66666667,52.94117647,NA,NA,NA,NA,3,3.6,NA,NA,NA,NA
717,2,60,53,NA,NA,NA,NA,3.2,3.2,NA,NA,NA,NA
718,1,64,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA
719,2,75,75,NA,NA,NA,NA,4,2.8,NA,NA,NA,NA
720,1,62,59,NA,NA,NA,NA,2.8,3.8,NA,NA,NA,NA
721,1,62.66666667,66,NA,NA,NA,NA,1.8,3.6,NA,NA,NA,NA
722,2,NA,93,NA,NA,93,NA,NA,4,NA,NA,3.8,NA
723,1,70.52631579,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA
724,2,77,81.25,NA,NA,NA,NA,2.5,3.4,NA,NA,NA,NA
725,1,72.63157895,74,63,NA,NA,61,3.4,3.4,2.4,NA,NA,2.4
726,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
727,1,54.73684211,82.5,NA,NA,NA,NA,2.75,2.8,NA,NA,NA,NA
728,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,5,85,NA,77,67,92,83,4,NA,4,3.6,4,4
730,1,68,82.10526316,NA,89,NA,87,4,4,NA,4,NA,4
731,1,58.82352941,64,NA,NA,NA,NA,4,4,NA,NA,NA,NA
732,1,53,75,NA,NA,NA,NA,2,1,NA,NA,NA,NA
733,1,68,88,NA,NA,NA,NA,3.2,3.875,NA,NA,NA,NA
734,1,82,65.55555556,NA,NA,NA,NA,3.2,2.8,NA,NA,NA,NA
735,1,55.29411765,60,NA,NA,NA,NA,3.4,3.4,NA,NA,NA,NA
736,2,60,86,NA,NA,NA,NA,2.4,3.25,NA,NA,NA,NA
737,1,62,62,NA,NA,NA,NA,3,2.6,NA,NA,NA,NA
738,1,66.25,66.31578947,NA,NA,NA,NA,2.4,2.6,NA,NA,NA,NA
739,1,41,NA,30,NA,57,NA,2.8,NA,2.8,NA,2.6,NA
740,2,76,78,NA,NA,NA,NA,3.8,3.8,NA,NA,NA,NA
741,2,70,68,NA,60,56.84210526,60,3.6,4,3.4,4,3.4,4
742,2,69,61,NA,NA,NA,NA,4,3.8,NA,NA,NA,NA
743,1,56,NA,NA,NA,78,73,3.6,NA,NA,NA,2.6,3
744,2,NA,NA,NA,NA,NA,NA,2.8,2.4,3.8,NA,NA,NA
745,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
746,2,NA,60.625,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA
747,2,62,70,NA,NA,NA,NA,3.2,3.4,NA,NA,NA,NA
748,1,56.66666667,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA
749,2,83,81,NA,NA,64.21052632,NA,2.6,3,NA,NA,3.6,NA
750,2,86,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA
751,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,1,72,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA
753,NA,NA,71,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
754,1,64,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA
755,1,56.66666667,47.36842105,NA,NA,NA,NA,1.6,1.8,NA,NA,NA,NA
756,NA,NA,75.55555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,2,58.88888889,NA,NA,40,35,51,2.8,NA,NA,3.4,2,3
758,1,63,80,NA,NA,NA,NA,2.8,3.2,NA,NA,NA,NA
759,2,57,59,NA,NA,NA,NA,2.8,2,NA,NA,NA,NA
760,1,60,60,NA,NA,NA,NA,3.5,3.2,NA,NA,NA,NA
761,2,NA,77,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA
762,2,74.28571429,68,78,NA,86,NA,1.6,3.2,3,NA,2.8,NA
763,2,NA,NA,NA,NA,NA,81.05263158,3.2,3.6,NA,3.2,NA,3.6
764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,2,NA,65.26315789,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA
767,2,49,86.25,NA,NA,NA,NA,4,4,NA,NA,NA,NA
768,2,43.33333333,58,NA,NA,NA,83,2.8,3.8,NA,NA,NA,NA
769,2,82,61.11111111,NA,NA,NA,NA,3,3.2,NA,NA,NA,NA
770,2,NA,62.22222222,NA,NA,NA,NA,2.333333333,2.8,NA,NA,NA,NA
771,1,50,74.73684211,NA,NA,NA,NA,3.8,3.8,NA,NA,NA,NA
772,2,70,79,NA,NA,NA,NA,3.8,4,NA,NA,NA,NA
773,1,60,64,NA,NA,NA,NA,2.2,1.4,NA,NA,NA,NA
774,2,58,75,NA,NA,NA,NA,3.2,4,NA,NA,NA,NA
775,1,NA,45,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA
776,1,98,99,NA,NA,NA,NA,4,4,NA,NA,NA,NA
777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,1,47,51,58,NA,NA,NA,3,4,4,NA,NA,NA
779,2,71,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA
780,2,71,66,NA,NA,NA,84,2.4,3,NA,NA,NA,2.8
781,2,76.66666667,79,NA,NA,NA,NA,3.2,4,NA,NA,NA,NA
782,2,73.33333333,77,NA,NA,NA,NA,2.6,3.6,NA,NA,NA,NA
783,1,47,62.5,NA,NA,NA,NA,3.6,4,NA,NA,NA,NA
784,1,57,78.82352941,NA,NA,NA,NA,3.6,3.4,NA,NA,NA,NA
785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,1,90,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA
787,2,69,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA
788,1,61.05263158,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA
789,4,65.71428571,55,NA,NA,NA,NA,3,2.8,NA,NA,NA,NA
790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA
792,1,85,90,NA,NA,NA,NA,3.6,4,NA,NA,NA,NA
793,1,NA,78,NA,NA,NA,NA,3.8,4,NA,NA,NA,NA
794,2,94,94,NA,NA,NA,NA,3.8,4,NA,NA,NA,NA
795,1,70,42.85714286,NA,NA,NA,NA,4,4,NA,NA,NA,NA
796,2,74.11764706,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA
797,1,70,68,NA,NA,NA,NA,4,3.8,NA,NA,NA,NA
798,1,75,87.77777778,74,NA,NA,NA,3.4,3.6,2.8,NA,NA,NA
799,1,55.71428571,NA,NA,NA,NA,NA,3.8,3,NA,NA,NA,NA
800,1,69,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,2,83.52941176,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
803,2,58.33333333,58.94736842,NA,NA,NA,NA,3,3.4,NA,NA,NA,NA
804,1,57.77777778,NA,NA,NA,NA,NA,3,2.4,NA,NA,NA,NA
805,1,76,77.77777778,NA,NA,67,62,3.2,3.6,NA,NA,3.8,3.6
806,2,67.5,76.66666667,NA,NA,NA,NA,3.25,3.8,NA,NA,NA,NA
807,1,76,60,NA,NA,NA,NA,3.6,2.6,NA,NA,NA,NA
808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,2,76,71,70,NA,NA,74,2.2,2.4,3,NA,NA,3.4
811,1,73,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA
812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,2,NA,58.88888889,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA
814,1,72,NA,NA,NA,58,NA,4,NA,NA,NA,2.4,NA
815,2,NA,47,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
816,1,NA,62.22222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,2,97.89473684,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA
818,1,57,77,NA,NA,NA,NA,4,3.6,NA,NA,NA,NA
819,1,NA,NA,NA,NA,NA,NA,2.8,4,NA,NA,NA,NA
820,2,NA,70.58823529,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA
821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,2,NA,88.42105263,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA
824,2,NA,52,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA
825,2,87.36842105,74,NA,NA,NA,NA,3.8,3.2,NA,NA,NA,NA
826,2,44,41.05263158,28.42105263,31,33,NA,2.6,2.2,2.2,2.2,1.8,NA
827,1,55,NA,NA,59,NA,NA,2.75,NA,NA,NA,NA,NA
828,1,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,1,95,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA
830,2,79,74,68,61,NA,66,2.4,2,1.4,1.5,NA,2.8
831,1,79,69.47368421,61,60,60,NA,4,3.4,4,4,4,NA
832,1,64.21052632,69,76.84210526,89,89,88,3,3,3.4,3.6,3.8,4
833,2,81,78.94736842,77,77.89473684,NA,NA,3,3.2,3.8,3.2,NA,NA
834,1,NA,NA,NA,86,NA,NA,NA,NA,NA,3.2,NA,NA
835,1,65,74.73684211,84,78,NA,59,2.4,2.8,3,3.25,NA,2.8
836,1,60,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA
837,1,89,93,93,81,87,82,4,4,3.8,3.4,3.6,3.8
838,2,68,77,80,84,83,89,3.4,3,3.2,3.2,2.8,3
839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,2,NA,76,NA,NA,NA,NA,4,3.4,NA,NA,NA,NA
842,1,83.15789474,74,70,65,NA,NA,3.25,3.8,3.2,3.2,NA,NA
843,2,85,59,69,68,69,80,4,3.2,4,3.6,4,4
844,1,93.5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
845,2,57,66,74,75,71,74,2.6,3.2,3,3.8,3.8,3.2
846,2,91,83,90,75,82,76,4,3.8,3.4,3.4,3.2,3.6
847,2,58,73,68,NA,NA,NA,3,NA,2.8,NA,NA,NA
848,2,84.21052632,88,NA,NA,NA,NA,3.8,3.75,NA,NA,NA,NA
849,2,58,48,60,63,60,62,3,1.8,2.8,1.6,2,2.4
850,2,66,61,64,67,68,64,3.2,2.8,3,3,2.6,2.8
851,1,93.33333333,75,77,79,NA,91,3.8,3.8,3.2,3.6,NA,2.8
852,1,80,80,NA,83,67,62,1.8,3.6,2,2.8,2.8,2.4
853,2,74.11764706,71,83.63636364,65,NA,64,2.8,3.2,3.2,3.4,NA,2.4
854,6,86.66666667,NA,63.63636364,58,NA,NA,4,3.4,NA,2.8,NA,NA
855,1,73,82.22222222,65,NA,NA,NA,4,4,3.6,NA,NA,NA
856,2,NA,NA,65.26315789,66,NA,52.63157895,NA,NA,1.8,1.8,NA,2
857,2,49,56,51,65,NA,NA,3,2.8,2.4,2.4,NA,NA
858,1,87,86.31578947,85,92,NA,NA,3.6,4,3.4,4,NA,NA
859,2,42.66666667,31.57894737,44,NA,NA,NA,1.8,1.6,2.8,NA,NA,NA
860,2,53,40,NA,81,57,NA,2.6,2.2,NA,3.4,3.4,NA
861,2,33,39,89,42,NA,NA,1.6,2.2,2,2.6,NA,NA
862,1,NA,NA,76,NA,NA,NA,NA,NA,2.8,NA,NA,NA
863,1,NA,82,96,99,NA,NA,NA,4,4,4,NA,NA
864,2,52.22222222,NA,NA,65,NA,NA,1.8,NA,NA,2,NA,NA
865,2,69,69,60,46,NA,55,3.2,2.6,2.8,3,NA,2.5
866,2,41,34,41,30,NA,NA,2.2,2,1,2,NA,NA
867,1,48,64.21052632,52,NA,NA,NA,3.8,2.75,2.6,2.8,NA,NA
868,2,90,96.84210526,99,100,NA,NA,3.8,4,4,4,NA,NA
869,1,94.73684211,90,93.68421053,98.88888889,NA,NA,3.4,4,3.6,3.4,2.2,NA
870,2,71.57894737,64,46,NA,NA,61,3.2,3.8,3,NA,NA,2.6
871,2,63,66,54,52,NA,NA,3.8,3.6,3.2,2.2,NA,NA
872,5,57.64705882,42,39,43,60,57.89473684,4,3.6,3.4,3.2,3.4,2.75
873,2,68.75,72,72,72,NA,NA,4,4,3,3,NA,NA
874,2,75,65,64.73684211,54.5,NA,NA,3,2.6,2.7,2.8,NA,NA
875,2,48.42105263,NA,44,41,NA,NA,2.8,NA,2,1.875,2.6,NA
876,1,74.73684211,NA,64,57.89473684,61,59,2.5,4,2.4,3.2,2.4,3.2
877,1,56.84210526,43.75,NA,NA,NA,NA,3.4,3.4,NA,NA,NA,NA
878,1,94.44444444,61.11111111,73,79,NA,66,4,3.2,3.4,3.4,NA,3
879,2,63,62,53,53,59,58,2.8,3.2,2.4,3,2.4,2.75
880,1,82,87,NA,NA,89,94,3.8,3.6,NA,NA,3.8,4
881,1,NA,NA,NA,71,NA,NA,NA,NA,3.4,4,NA,NA
882,2,93,91,96,96,96,96,3.8,3.8,4,4,4,4
883,2,55,59,44,NA,NA,NA,2.6,2.6,2.6,NA,NA,NA
884,1,74,83,76,84,90,NA,3,3,3,3.4,2.333333333,NA
885,1,63,57,71.57894737,67,NA,60,3.8,3.8,3.2,3.2,NA,2.6
886,1,85.55555556,89,89,93,NA,NA,4,4,4,3.6,NA,NA
887,1,78,60,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA
888,1,94.28571429,87.69230769,NA,93,NA,NA,4,4,NA,4,NA,NA
889,2,70,63,73,72.72727273,NA,NA,3,3.2,3.6,3.4,NA,NA
890,2,84,88,NA,NA,NA,NA,3.6,3.2,NA,NA,NA,NA
891,1,74,59,56,56,58,67,3.2,2.166666667,3,2.6,3,3
892,2,42.22222222,NA,NA,NA,NA,NA,2.6,3,NA,3.2,NA,2.2
893,1,80,77,77,86,91,NA,2.5,3.4,3.2,3.4,4,NA
894,6,66,NA,60,64.28571429,NA,NA,3.8,NA,2.5,2.6,NA,NA
895,1,84,48,75,80,NA,90,2.4,1.8,3.666666667,3.4,NA,3.2
896,1,58.82352941,64.21052632,NA,79,NA,60,2.6,4,NA,3.8,NA,3
897,2,NA,53.33333333,58.94736842,51.5,NA,NA,NA,NA,2.625,2.75,NA,NA
898,2,88,80,64,NA,NA,NA,4,3.4,3.4,NA,NA,NA
899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,1,60,68.42105263,68,76,NA,NA,4,4,4,4,NA,NA
901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,1,84.44444444,51.57894737,74,64,NA,62,3,4,3.4,3,NA,1.6
903,1,68,NA,51,NA,NA,NA,3.4,NA,2.4,NA,NA,NA
904,2,NA,76.36363636,74,NA,NA,NA,3.4,3.2,2.8,NA,NA,NA
905,1,77.89473684,78,59,80,NA,NA,2.2,3,1.6,3.6,NA,NA
906,2,64.44444444,59,NA,67,69,69,3.6,3.2,NA,3.2,2.8,3
907,2,82.35294118,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA
908,1,80,NA,60,NA,60,61.05263158,4,NA,2.6,3.6,2.8,NA
909,2,56.84210526,46,28.42105263,63,46,32,2.8,2.6,3.4,2.8,2.8,3.2
910,1,NA,NA,78.94736842,NA,96,NA,NA,NA,3.6,NA,4,NA
911,2,86,77,71,77,89,79,3.6,3.8,4,3.4,3.8,4
912,6,62,65.26315789,59,73.68421053,55,51.76470588,3.8,4,4,4,1.8,NA
913,2,47.22222222,52,60.5,57.89473684,56,NA,1.3,1.8,2.5,1.7,2,NA
914,1,65,60,51,53,NA,NA,4,3.8,3.4,3.2,NA,NA
915,2,71,78,46,38,NA,NA,4,3.4,2.6,2.8,NA,NA
916,2,81,67.36842105,89,100,92,81,3.6,3,3.8,3.8,3.4,3.6
917,2,88.42105263,88,82,72,NA,NA,4,3.6,3.8,3.2,NA,NA
918,2,86,74,80,86,NA,60,3.75,4,3.4,4,NA,NA
919,2,NA,NA,87,75.78947368,NA,NA,NA,NA,2.8,2.4,NA,NA
920,2,72,78,NA,NA,NA,NA,3.4,3,NA,NA,NA,NA
921,2,59,66,76,74,70,71,2.4,2.4,3,2.6,2.6,2.6
922,5,46.66666667,44,46,46,NA,NA,2,2.4,2.4,1.4,NA,NA
923,2,91,78.94736842,81,NA,60,NA,3.2,2.3,3.4,2.875,3.4,3
924,1,48.88888889,57.89473684,NA,74,NA,NA,3.25,3.2,NA,3,NA,NA
925,1,NA,74.44444444,76,78,NA,NA,NA,3.333333333,3.2,2.8,NA,NA
926,2,76,56.84210526,60,71,60,NA,3.8,3.2,3,2.8,2.75,2.5
927,2,73,68.42105263,NA,75,66,NA,3.8,3.4,NA,3.2,3,NA
928,1,92,NA,NA,NA,NA,NA,3.6,NA,4,3.2,NA,NA
929,5,87,58.66666667,62,60,NA,NA,3.4,2,2.5,2.8,NA,NA
930,2,68,69,72,86,66,63,3.2,3.6,3.8,3.8,3.8,4
931,2,58,60,NA,NA,NA,NA,3,3.2,NA,NA,NA,NA
932,2,49,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA
933,2,76,62.10526316,55,70,NA,59,2.8,2.4,2.8,2,NA,2.4
934,2,82,82,76,75,62,NA,2.4,1.4,2,2.2,2,2
935,2,NA,NA,88,97,87.36842105,NA,3.6,NA,2.8,3.4,3.8,NA
936,1,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,2,83,NA,92,93,NA,NA,3.4,NA,4,4,NA,NA
938,2,88,92,86,76,69.47368421,72,2.8,4,3.6,3.4,3,2.75
939,1,57.64705882,NA,34,57,59,NA,3.4,1.8,2,1,2.8,NA
940,1,90,74,81,81,60,NA,3.6,2.8,2.8,3.2,2.4,NA
941,2,67,51,51,56,NA,NA,2.4,2.4,1.8,2,NA,NA
942,2,84,91,66,86,76,NA,4,3.8,3.5,3.2,3.2,NA
943,2,79,65,68,NA,NA,NA,3.6,3,3,NA,NA,NA
944,6,91,81.53846154,66,64,77,67,3.4,3.6,4,3.75,4,4
945,2,60,52,53.68421053,45,NA,NA,2.8,3.8,4,2.8,NA,NA
946,2,78,80,79,82,NA,NA,3.4,3.6,3.2,2.8,NA,NA
947,2,63.75,41.11111111,NA,26,NA,NA,2.8,3.2,2.8,2.6,NA,NA
948,2,59,62,59,79,NA,60,3.2,3,3.4,3.2,NA,3.8
949,1,56,67,67.36842105,57,NA,NA,4,3,3.2,3,NA,NA
950,1,NA,NA,NA,NA,NA,NA,3.333333333,NA,NA,NA,NA,NA
951,1,65,75,72,81,NA,NA,3.8,4,4,4,NA,NA
952,1,77.5,78.66666667,87.36842105,90,86,92,3.4,3.6,3.8,4,4,4
953,1,NA,NA,NA,76.36363636,NA,NA,NA,NA,3.2,3.6,NA,NA
954,1,48.88888889,NA,NA,NA,NA,NA,3.4,3.8,NA,NA,NA,NA
955,2,84,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA
956,2,NA,93,94,98,90,99,NA,4,3.4,3.8,4,3.8
957,1,78.82352941,NA,NA,59,NA,NA,3.6,NA,2.666666667,3.2,NA,NA
958,2,89,83.15789474,70,83,52,77,2.4,2,1.9,2.4,2.25,3.2
959,2,81.05263158,73,75,69,NA,NA,1.2,2,2,2.4,NA,NA
960,1,65,82,NA,NA,NA,NA,3.2,3,NA,NA,NA,NA
961,2,54,55,44,56,NA,63,2.4,2.2,2.2,2.6,NA,3
962,5,61,55.78947368,35,31,NA,NA,1.2,1.4,1,1,NA,NA
963,2,67,67,60,66,69,NA,2.2,2.9,1.8,1.6,NA,NA
964,1,64.21052632,66,64,61,NA,NA,3.2,3.4,3,3,NA,NA
965,2,55.55555556,53.68421053,NA,29,52,39,3.8,3.4,NA,3.8,3.2,4
966,4,52,53.33333333,47,65,NA,NA,3.3,2,2,2.8,NA,NA
967,1,76,NA,58,78,NA,NA,3.8,3.4,4,4,NA,NA
968,1,93,91,87,NA,92,92,3.8,4,4,3,4,3.8
969,6,51,46,58,55,NA,NA,2.6,2.4,2.4,2.6,NA,NA
970,2,57.89473684,75,70,71,NA,NA,3.6,4,4,3.8,NA,NA
971,6,43,56,NA,NA,NA,NA,1.6,2.6,NA,3.25,2.8,NA
972,1,NA,80,80,83,NA,NA,NA,3.6,4,4,NA,NA
973,2,79,73,71,84,82,68,2,2.8,3.2,3.6,2,2.8
974,5,62,46,49,38,40,NA,3.2,1.8,2.4,1.4,1.6,2.2
975,1,80,77,73,64,NA,NA,3.2,3.2,3,3.2,NA,NA
976,1,49,NA,51,52,NA,NA,2,NA,NA,3.6,NA,NA
977,2,77,70,72,69,NA,NA,3.8,4,3.4,3.4,NA,NA
978,2,54.11764706,37.64705882,NA,NA,NA,NA,3.6,3,NA,NA,NA,NA
979,1,83,93,82,93,57,NA,3.6,4,4,4,2.2,NA
980,2,75,76.84210526,75,76,NA,NA,3.6,3.5,3,3,NA,NA
981,2,52,53,52,48,58,NA,2.4,2,2,2,1.8,NA
982,2,81,74,69,75,73,62,3,2.4,2.8,3,3,2.6
983,1,83,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
984,6,81.11111111,78.94736842,70.90909091,74,NA,NA,3.6,2.9,3.2,3.2,NA,NA
985,1,74.44444444,75,71,67,75,71,3,3,3,2.8,3,3
986,1,89,83,66,61,62,66,3.4,3.4,3.4,3.2,2.2,3.8
987,2,52.22222222,46.31578947,41.81818182,35,59,NA,1.4,1.6,2,1.2,2.4,NA
988,2,NA,NA,55,47,47,68,NA,NA,2.8,2.6,1,1.6
989,2,92,NA,53,64,63,NA,2.8,NA,1,2.2,2.8,NA
990,1,NA,62.22222222,NA,NA,NA,NA,3.2,3.2,NA,NA,NA,NA
991,2,69.47368421,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA
992,1,81,NA,NA,77,57,61,3.8,NA,NA,3.8,2.2,3.2
993,1,91,96,NA,88,87,99,4,4,NA,4,3.8,4
994,2,64,NA,NA,61,NA,NA,4,NA,NA,4,NA,NA
995,1,70,NA,NA,67.36842105,NA,NA,2.4,3.8,3.2,3.6,NA,2.8
996,2,69.41176471,79,68,75,NA,NA,2.75,2.6,2.8,3,NA,NA
997,2,70.76923077,67.77777778,NA,68,NA,NA,3.666666667,3.8,3.333333333,2.1,NA,NA
998,1,92,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
999,2,65,NA,64,71,NA,65,3.2,NA,3,3.4,NA,3.4
1000,1,NA,NA,NA,60,NA,NA,NA,NA,NA,2.4,NA,NA
1001,2,77,60,64,63,NA,NA,3.6,3,3.4,2.4,NA,NA
1002,1,NA,76,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
1003,1,NA,68,95,60,NA,NA,NA,3.75,3.8,2.8,NA,NA
1004,2,NA,70,60,63,55,NA,NA,3.2,3.2,3.8,3.6,3.8
1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006,1,NA,NA,31.57894737,52,NA,NA,NA,3.75,3.5,3.25,NA,NA
1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1008,1,NA,NA,67,NA,NA,NA,NA,NA,4,NA,NA,NA
1009,2,NA,NA,55,92,NA,NA,NA,NA,3.6,3.4,NA,NA
1010,2,NA,NA,52,52,NA,NA,NA,NA,2.4,2.75,NA,NA
1011,2,NA,NA,NA,65,NA,NA,NA,NA,NA,3.4,NA,NA
1012,2,NA,NA,51,70,NA,NA,NA,NA,2.2,3.2,NA,NA
1013,2,NA,NA,72,67,NA,NA,NA,NA,1.8,2.2,NA,NA
1014,1,NA,NA,72,NA,61.05263158,NA,NA,NA,3.4,NA,3.2,NA
1015,1,NA,NA,82.10526316,NA,73,NA,NA,NA,3.6,NA,3.4,NA
1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,2,NA,NA,65,58,NA,NA,NA,NA,2.4,2.4,NA,NA
1018,2,NA,NA,57,NA,NA,NA,NA,NA,1.4,NA,NA,NA
1019,2,NA,NA,71.57894737,53.68421053,NA,NA,NA,NA,3.8,3.2,NA,NA
1020,2,NA,NA,NA,77,89,94,NA,NA,NA,3,3.2,3.2
1021,2,NA,NA,NA,51,NA,NA,NA,NA,NA,1.8,NA,NA
1022,1,NA,NA,NA,54,NA,NA,NA,NA,NA,4,4,NA
1023,1,51,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA
1024,1,53,NA,NA,NA,55,NA,3.8,NA,NA,NA,2.4,NA
1025,1,61,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
1026,2,84,82,NA,NA,84,70,3.6,3.4,NA,NA,3.2,3
